NAME,LEVEL,DC,SUBJECT,STAT,RITUAL,VOLATILE,DESCRIPTION,HIGHER-LEVEL BEHAVIOR,ID
SUMMONER’S SIGHT,BASIC,5,SUMMONING,CREATIVITY,NO,NO,"Casts a radiant vermillion glow over your eyes that allows you to see the nature of a creature. On success, you find out if the creature is extraplanar, and if it is, you can ask the GM one question about it, including learning its Resolve, its Weak roll, or its Strong roll. You can only use this spell on any given creature once.",You can ask the GM 1/degree question(s) about the creature.,spell_367lwGV61tl61hs
SUMMON LESSER GOLEM,STANDARD,9,SUMMONING,CREATIVITY,YES,NO,"Creates a cylinder of shimmering vermillion magic ringed in protection glyphs. On success, you create a golem of a simple material no bigger than your two hands together. It has 1 Resolve and rolls 1/4, and is neutral towards you. You can only have one golem at a time.","The golem rolls 1/(4/5+), and is (neutral/cooperative/friendly) towards you.",spell_368CEbmThxxZi42
SUMMON GOLEM,STANDARD,16,SUMMONING,CREATIVITY,NO,NO,"Creates a cylinder of shimmering vermillion magic ringed in protection glyphs. On success, you create a golem of a simple material up to the size of a person. It has 3 Resolve and rolls 3/8, and is neutral towards you. You can only have one golem at a time.","The golem rolls 1/(8/10+), and is (neutral/cooperative/friendly) towards you.",spell_369ghx3h7B9c5Lk
SUMMON GREATER GOLEM,ADVANCED,23,SUMMONING,CREATIVITY,NO,NO,"Creates a cylinder of shimmering vermillion magic ringed in protection glyphs. On success, you create a golem of a complex or rare material up to one and a half times the size of a person. It has 5 Resolve and rolls 4/13, and is neutral towards you. You can only have one golem at a time.","The golem rolls (4/5+)/(13/15+), and is (neutral/cooperative/friendly) towards you.",spell_370L4pQm51NkAuJ
GARA’S OBSIDIAN SHACKLES,STANDARD,N/A,SUMMONING,CREATIVITY,NO,NO,"Summons a spectral interplanar black chain that ensnares an extraplanar creature. Roll against a target creature’s Agility. On success, the target creature is restrained for 1 minute. While the creature is shackled, it has a -4 on checks to resist Banish, and it is more receptive to attempts to influence it based in force and coercion.","The target is restrained for (1 minute/5 minutes/15 minutes/1 hour/4 hours/8 hours/24 hours), and it has a -(4/5+) on checks to resist Banish while shackled.",spell_371GTOO1qgVjKuN
SPECTRAL FACE,STANDARD,14,SUMMONING,CREATIVITY,NO,NO,"Summons a spectral, shifting illusion over your face that projects an image appealing to the type of extraplanar creature you are looking at. On success, you gain a +2 to Charm checks against extraplanar creatures, but on failure, the projected image enrages any extraplanar creatures that see it. And you wouldn’t like them when they’re angry. Unless it’s an extraplanar hamster or something, though, that sounds cute.",Take a +2/degree bonus to Charm checks against extraplanar creatures for (1 minute/5 minutes/15 minutes/1 hour).,spell_372h2GJ9UrIxt3q
WEAVER OF THE INTERPLANAR SONG,LEGENDARY,32,SUMMONING,CREATIVITY,NO,NO,"Your voice echoes songlike over the planar continuum, a sweet heraldry to forsaken ears. On success, a spectral orchestra appears around you for 5 minutes, your wand their conductor’s baton, during which time extraplanar creatures will generally respect you and never hurt you willingly. You gain 10 Orchestrations, which you may use at any time (1AP) to do one of the following: • Create an interplanar portal somewhere you can see • Close an interplanar portal you can see • Summon an extraplanar creature of any type • Banish an extraplanar creature you can see • Turn an extraplanar creature you can see friendly towards someone you choose • Give an extraplanar creature a command, which they will follow no matter what • When the spell ends, any portals you opened will close, but all extraplanar creatures summoned will remain. Please remember to send back your skullreavers. Nobody wants skullreavers around.","The effect lasts for (5 minutes/15 minutes/30 minutes/1 hour), during which time you have 10/degree Orchestrations.",spell_373fdlmq5fzNtBE
MEYRI’S IRRESISTIBLE CHARM,BASIC,N/A,SUMMONING,CREATIVITY,NO,NO,"A gleam of vermillion light flares like a mask around your eyes, dancing with extraplanar sigils. You can cast this spell when you first see an extraplanar creature. Roll against its Strong roll, and on a success, the creature is instantly charmed. It won’t necessarily do anything you ask, but it will like you and, if it is hostile, it will not attack you. It might politely excuse itself around you to murder your friends, though.",Take a +(0/1+) to your next check against the target creature.,spell_374sh9QqRxS1k94
EXTRAPLANAR EXCHANGE,BASIC,5,SUMMONING,CREATIVITY,NO,NO,"You can pour magic materials from your plane out into another in exchange for magic materials. When you roll this spell, you can spend 50 materials for 1 kilogram of substance from a different plane. On success, you can choose one property of the summoned substance: • Unusual density • Unusual consistency • At an extreme temperature • Animated • Inexplicably repulsive or fascinating • Or any other property in a similar vein, as approved by the GM. The summoned substance cannot be used as magic materials, and it remains forever, although you can cast Banish at DC5 to get rid of it.",You can spend 50/degree materials to obtain (1/1/2/2/3/3/4) kilograms of substance per 50 materials. You can choose (1/2/3) property(ies) of the substance.,spell_375Bm5C4VGvxS0Q
GARA’S CHAMBER,STANDARD,16,SUMMONING,CREATIVITY,NO,NO,"You can cast this spell on a sealed container, causing vermillion magic to flood out and surround the container with swirling runes and symbols. On success, you can summon any extraplanar creature of 2 or less Resolve inside the chamber, so long as it fits. The creature will likely be upset at being summoned and restrained. Admit it, you’d be mad too if someone grabbed you from another universe in the middle of dinner and threw you in a box. I would.",Take a +(0/2+) to checks against the summoned creature for (1 minute/5 minutes/15 minutes/1 hour) after summoning it.,spell_376jqDMpa1SRWP3
ABYLAR’S CHAOTIC FORCE,STANDARD,14,SUMMONING,CREATIVITY,NO,NO,"Calls out to wild and untamed powers beyond this plane. On success, choose one skill to take Chaotic Force to for 10 minutes. Any skill with Chaotic Force takes a +6 bonus, but every time you roll it, it backfires on a critical failure like a Standard spell. At the GM’s discretion, your physical form or your magic presence may experience small changes from the extraplanar force you draw on to power your Chaotic Force. You cannot cast this spell again until your Chaotic Force runs out.",You can choose up to 1/degree skill(s) to take Chaotic Force.,spell_377a9HSb5q2yb24
MEYRI’S COMPENDIUM,STANDARD,15,SUMMONING,CREATIVITY,NO,NO,"Whenever you are faced with a situation, you can roll this spell to summon a wreath of glimmering vermillion magic around your head as your eyes light up with the same vermillion glow, flicking through knowledge of the extraplanar continuum. On success, you can identify one type of extraplanar creature with knowledge or abilities that might be relevant to the situation at hand, and you can take a +2 to Summoning spells to summon and interact with that type of creature in the context of the current situation. Keep in mind the compendium doesn’t tell you whether or not the extraplanar creature is likely to like you, just that they might have helpful abilities. That’s an important distinction.","You learn of 1/degree type(s) of creature that could be relevant to the situation, and you can take a +(2/3+) bonus to summon and interact with it in the context of the current situation.",spell_378JMIVHBFcsbQR
SURREAL FORM,STANDARD,14,SUMMONING,CREATIVITY,NO,NO,"Reaches out across the extraplanar continuum and opens yourself up to the linked powers of an extraplanar creature, fusing yourself with the target creature. On success, you form a link with an extraplanar creature of the GM’s choice. Your form shifts to a fusion of you and the selected creature, and you take a +1 bonus to 3 Abilities chosen by the GM that match the target creature chosen, as well as gaining access to one spell at the GM’s discretion. You and the creature communicate psychically as if you share a language, although extraplanar creatures tend to have strange personalities, so just be aware.","You can specify 1/degree aspect(s) of the target creature, and you take a +1/degree bonus to each Ability chosen. The state lasts for up to (10 minutes/30 minutes/1 hour/2 hours/4 hours/8 hours/24 hours).",spell_37932GO4R1Eo8C5
